date,symbol,price,est_eps_growth,to_buy,sma_10d,sma_50w,sma_100d,sma_200d,sma_50d,std_10d,sma_10d_1weeks_ago,sma_10d_2weeks_ago,sma_10d_1months_ago,sma_10d_2months_ago,sma_10d_3months_ago,sma_10d_4months_ago,sma_10d_5months_ago,sma_10d_6months_ago,sma_10d_7months_ago,sma_10d_11months_ago,month,RnD_expenses,revenues,GP,netIncome,dividendsPaid,open_price,vwap,volume,price_to_vwap,sector,ebitda,income_lag_days,marketCap,total_debt,balance_lag_days,other_expenses,cashcasheq,netDebt,curr_est_eps,curr_est_rev,future_est_rev,EV,max_in_4M,max4M_lag,min_in_4M,min4M_lag,max_minus_min,var_price_to_minmax,maxPercen_4M,max_in_1M,max1M_lag,min_in_1M,min1M_lag,max_minus_min1M,var_price_to_minmax1M,maxPercen_1M,max_in_2W,max2W_lag,min_in_2W,min2W_lag,max_minus_min2W,var_price_to_minmax2W,maxPercen_2W,max_in_8M,max8M_lag,dist_max8M_4M,min_in_8M,min8M_lag,dist_min8M_4M,max_minus_min8M,var_price_minmax8M,maxPercen_8M,ebitdaMargin,Spread1Mby8M,Spread4Mby8M,Spread1Mby4M,debtToPrice,markRevRatio,open_price_to_now,eps_growth,pe,peg,PS_to_PEG,netDebtToPrice,dividend_payout_ratio,EVEbitdaRatio,EVGP,EVRevenues,fwdPriceTosale,fwdPriceTosale_diff,var_sma50D,var_sma100D,var_sma10D,var_sma10D_50D,var_sma50D_100D,var_sma50D_200D,var_sma10D_100D,var_sma10D_200D,relative_std,deriv_1w,deriv_2w,deriv_1m,diff_deriv_1m1w,deriv_2m,deriv2_1_2m,deriv_3m,deriv2_1_3m,deriv2_2_3m,deriv_4m,deriv_5m,deriv_6m,deriv_min4M,deriv_max8M,deriv_min8M,deriv_1w1m_growth,deriv_1m2m_growth,deriv_3m4m_growth,1W_return,price_to_SMA10d_1W,price_to_SMA10d_5M,1M_return,2M_return,3M_return,4M_return,5M_return,6M_return,7M_return,1y_return,1M_1W_growth,2M_1W_growth,1M1W_2M1W_growth,2M_1M_growth,3M_2M_growth,4M_3M_growth,1Y_6M_growth,price_to_sma_10d_ratio,price_to_sma_50d_ratio,price_to_sma_100d_ratio,price_to_sma_200d_ratio,sma_10d_to_sma_50d_ratio,sma_10d_to_sma_100d_ratio,sma_10d_to_sma_200d_ratio,sma_50d_to_sma_100d_ratio,sma_50d_to_sma_200d_ratio,sma_100d_to_sma_200d_ratio,golden_cross,death_cross,smas_above_count,price_above_all_sma,price_below_all_sma,combined_valuation_score,market_cap_quintile,return_to_pe,sma10_yoy_growth
2023-11-16,HIG,76.35,0.24,1,74.31,72.54,72.44,71.92,72.36,0.93,73.23,71.81,70.79,72.14,72.92,72.27,71.13,69.72,69.84,74.79,11,0,6168000000,4942000000,651000000,-137000000,75.36,75.87,1645600,100.63,financial services,991000000,47,22927905000,4361000000,47,-4129000000.0,111000000,4250000000,1.97,6168922727,6362355800,27177905000,76.83,111,68.82,43,8.01,0.94,0.01,76.41,0,68.92,20,7.49,0.99,0.0,76.41,0,72.87,8,3.54,0.98,0.0,76.83,111,0,64.57,237,194,12.26,0.96,0.01,0.16,0.61,0.65,0.94,0.19,3.72,0.01,0.24,38.67,161.95,43.57,0.19,-0.21,27.42,5.5,4.41,3.6,-0.11,0.06,0.05,0.03,0.03,-0.0,0.01,0.03,0.03,0.01,12.48,9.08,5.56,-6.92,2.1,-3.45,1.14,-2.21,-0.96,1.02,1.04,1.1,0.18,-0.0,0.05,1.24,1.64,0.12,0.04,1.04,1.07,0.08,0.06,0.05,0.06,0.07,0.1,0.09,0.02,0.03,0.02,1.28,-0.02,-0.01,0.01,-0.07,0.03,0.06,0.05,0.06,0.03,0.03,0.03,-0.0,0.01,0.01,1,0,4,1,0,58.38,3,0.0,-0.64
2023-11-16,JNPR,26.82,0.16,1,27.12,29.99,28.07,29.59,27.02,0.31,26.87,25.91,26.51,28.81,27.79,30.99,30.87,28.95,34.04,32.48,11,288500000,1397800000,810400000,76100000,-70000000,26.2,26.45,5607724,101.39,technology,162400000,47,8560944000,1679200000,47,-4800000.0,1243500000,435700000,0.55,1389793269,1406999892,8996644000,30.53,120,24.87,21,5.66,0.34,0.14,28.56,20,24.87,21,3.69,0.53,0.06,27.89,1,25.83,0,2.06,0.48,0.04,34.53,227,107,24.87,21,0,9.66,0.2,0.29,0.12,0.38,0.59,0.65,0.2,6.12,0.02,0.16,49.12,301.62,49.25,0.05,-0.92,55.4,11.1,6.44,6.08,-0.04,-0.01,-0.04,-0.01,0.0,-0.04,-0.09,-0.03,-0.08,0.01,-0.2,1.82,0.31,0.51,-0.99,-1.3,-0.32,-0.32,0.67,-1.04,-0.81,-0.35,0.09,-0.03,0.09,-1.65,-1.31,-0.69,-0.0,1.0,0.87,0.01,-0.07,-0.03,-0.13,-0.13,-0.07,-0.21,-0.17,0.01,-0.07,-1.2,-0.08,0.04,-0.1,-0.11,-0.01,-0.01,-0.04,-0.09,0.0,-0.03,-0.08,-0.04,-0.09,-0.05,0,1,0,0,1,104.31,1,-0.0,-16.5
2023-11-16,TRV,171.69,0.7,1,169.6,174.5,166.65,171.97,165.64,1.05,167.7,163.98,163.07,162.16,167.23,170.86,175.28,181.93,171.55,186.43,11,0,10635000000,10635000000,404000000,-229000000,170.21,170.97,1281406,100.42,financial services,739000000,47,39213996000,8031000000,47,-2916000000.0,593000000,7438000000,3.0,10403919535,10181987768,46651996000,176.52,111,157.33,23,19.19,0.75,0.03,173.47,29,157.33,23,16.14,0.89,0.01,172.81,0,166.51,13,6.3,0.82,0.01,185.77,181,70,157.33,23,0,28.44,0.5,0.08,0.07,0.57,0.67,0.84,0.2,3.69,0.01,0.7,57.28,81.83,22.19,0.19,-0.57,63.13,4.39,4.39,3.85,0.16,0.04,0.03,0.01,0.02,-0.01,-0.04,0.02,-0.01,0.01,15.96,15.42,8.62,-7.34,4.77,-3.86,1.49,-3.57,-3.28,0.21,-0.72,-1.71,0.62,-0.08,0.62,0.85,0.81,6.16,0.02,1.02,0.98,0.05,0.06,0.03,0.0,-0.02,-0.06,0.0,-0.08,0.03,0.03,-0.17,0.01,-0.03,-0.02,-0.02,0.01,0.04,0.03,-0.0,0.02,0.02,-0.01,-0.01,-0.04,-0.03,0,1,3,0,0,51.66,4,0.0,-9.03
2023-11-16,CB,222.0,0.15,0,219.93,205.49,205.78,202.36,213.06,1.5,217.09,213.05,209.75,206.27,201.54,190.85,191.58,199.51,196.84,216.3,11,0,13872000000,13872000000,2043000000,-356000000,219.73,220.96,1680294,100.47,financial services,2711000000,47,90398400000,14436000000,47,-12447000000.0,2586000000,11850000000,4.46,13044778006,11229116800,102248400000,224.29,3,188.27,122,36.02,0.94,0.01,224.29,3,205.64,24,18.65,0.88,0.01,224.29,3,216.26,1,8.03,0.71,0.01,224.29,3,0,183.4,237,115,40.89,0.94,0.01,0.2,0.46,0.88,0.52,0.16,6.52,0.01,0.15,49.82,333.15,51.12,0.13,-0.17,37.72,7.37,7.37,8.05,1.53,0.04,0.08,0.01,0.03,0.04,0.05,0.07,0.09,0.01,19.64,17.9,12.25,-7.39,7.86,-4.39,6.82,-2.71,-1.04,7.79,6.08,3.75,0.28,-0.76,0.16,0.6,0.56,-0.12,0.02,1.02,1.16,0.06,0.08,0.1,0.16,0.16,0.11,0.13,0.03,0.03,0.05,-0.33,0.02,0.02,0.06,-0.08,0.01,0.04,0.08,0.1,0.03,0.07,0.09,0.04,0.05,0.02,1,0,4,1,0,107.01,5,0.0,1.68
2023-11-16,LEN,127.08,0.3,1,122.61,109.97,118.31,112.87,113.33,3.31,114.15,106.31,110.1,117.38,124.73,125.56,115.55,113.76,104.26,89.71,11,0,8729603000,2186180000,1108996000,-107082000,127.06,127.15,1720137,99.94,consumer cyclical,1526378000,77,35510981040,3461111000,77,23725000.0,3921865000,-460754000,3.52,8490449266,10227576984,35050227040,132.5,122,102.9,21,29.6,0.82,0.04,131.27,2,102.9,21,28.37,0.85,0.03,131.27,2,116.62,10,14.65,0.71,0.03,133.24,125,3,100.95,224,203,32.29,0.81,0.05,0.17,0.88,0.92,0.96,0.1,4.07,0.0,0.3,36.11,118.49,29.13,-0.01,-0.1,22.96,16.03,4.02,3.47,-0.6,0.12,0.07,0.04,0.08,-0.04,0.0,0.04,0.09,0.03,51.72,41.54,16.98,-34.74,4.85,-12.13,0.78,-8.1,-4.07,0.38,2.31,2.22,1.15,-0.05,0.12,2.05,2.5,1.06,0.11,1.11,1.1,0.15,0.08,0.02,0.01,0.1,0.12,0.22,0.42,0.04,-0.03,-2.34,-0.06,-0.06,-0.01,0.27,0.04,0.12,0.07,0.13,0.08,0.04,0.09,-0.04,0.0,0.05,1,0,4,1,0,48.4,3,0.0,36.67
2023-11-16,PHM,86.97,0.13,1,83.61,66.9,78.37,70.44,76.05,2.48,78.5,73.04,72.75,79.33,83.91,78.06,72.39,67.77,58.94,45.03,11,0,4003533000,1181159000,638775000,-35361000,87.54,87.36,2212255,99.55,consumer cyclical,849895000,47,18646281030,2406771000,47,16729000.0,1848451000,558320000,2.83,4054059351,4466886652,19204601030,88.81,1,68.8,23,20.01,0.91,0.02,88.81,1,68.8,23,20.01,0.91,0.02,88.81,1,80.6,7,8.21,0.78,0.02,88.81,1,0,54.92,244,221,33.89,0.95,0.02,0.21,0.59,0.59,1.0,0.13,4.66,-0.01,0.13,30.72,228.21,49.0,0.03,-0.06,22.6,16.26,4.8,4.17,-0.48,0.14,0.11,0.04,0.1,-0.03,0.08,0.07,0.19,0.03,33.88,27.86,14.22,-19.66,3.82,-10.4,1.02,-6.6,-2.8,2.23,2.92,3.2,0.79,-1.84,0.13,1.38,2.72,-0.54,0.11,1.11,1.2,0.2,0.1,0.04,0.11,0.2,0.28,0.48,0.93,0.08,-0.01,-8.55,-0.08,-0.05,0.07,0.5,0.04,0.14,0.11,0.23,0.1,0.07,0.19,-0.03,0.08,0.11,1,0,4,1,0,74.44,2,0.0,85.68
2023-06-20,EXPE,106.92,97.29,1,108.98,99.67,100.84,99.0,97.0,1.94,106.55,99.32,93.25,92.39,97.78,114.65,101.97,91.05,96.18,94.73,6,317000000,2665000000,2251000000,-140000000,0,104.97,106.5,2857375,100.39,consumer cyclical,192000000,81,15735202560,6548000000,81,192000000.0,5904000000,644000000,0.02,2662056641,3372553071,16379202560,114.37,13,87.94,47,26.43,0.72,0.07,114.37,13,92.0,27,22.37,0.67,0.07,114.37,13,104.9,0,9.47,0.21,0.07,124.95,138,125,82.39,180,133,42.56,0.58,0.17,0.07,0.53,0.62,0.85,0.42,5.9,0.02,97.29,4465.98,45.9,7.77,0.04,-0.0,85.31,7.28,6.15,4.67,-1.24,0.1,0.06,-0.02,0.12,-0.04,-0.02,0.08,0.1,0.02,1.48,15.2,13.67,12.19,7.26,-6.41,3.05,-5.31,-4.22,-1.93,0.99,2.65,0.4,-0.13,0.14,-0.89,0.88,-2.58,0.0,1.0,1.05,0.15,0.16,0.09,-0.07,0.05,0.17,0.11,0.13,0.14,0.15,-0.07,0.01,-0.06,-0.15,-0.04,-0.02,0.1,0.06,0.08,0.12,0.08,0.1,-0.04,-0.02,0.02,0,1,3,0,0,1151.12,1,0.0,15.04
2023-06-20,NUE,149.52,0.43,1,148.94,142.35,152.67,143.73,144.03,3.01,143.4,136.5,139.19,148.39,156.51,167.79,151.57,142.66,138.96,111.44,6,0,8709980000,1998202000,1136542000,-130525000,149.63,149.2,1191100,100.21,basic materials,1886825000,80,37401530880,6670947000,80,0.0,3800034000,2870913000,3.87,9034523917,9620650115,40272443880,178.9,109,129.79,20,49.11,0.4,0.2,156.76,6,129.79,20,26.97,0.73,0.05,156.76,6,143.64,13,13.12,0.45,0.05,182.68,137,28,125.28,242,222,57.4,0.42,0.22,0.22,0.47,0.86,0.55,0.18,4.29,-0.0,0.43,38.65,89.65,20.88,0.08,-0.11,21.34,20.15,4.62,3.89,-0.41,0.04,-0.02,0.0,0.03,-0.06,0.0,-0.02,0.04,0.02,24.48,26.04,10.33,-14.15,0.57,-9.76,-2.33,-6.33,-2.9,-4.57,-0.41,1.14,0.99,-0.24,0.1,1.37,17.28,-0.49,0.04,1.04,0.99,0.07,0.01,-0.04,-0.11,-0.01,0.05,0.08,0.34,0.03,-0.03,-1.9,-0.06,-0.05,-0.07,0.28,0.0,0.04,-0.02,0.04,0.03,-0.02,0.04,-0.06,0.0,0.06,1,0,3,0,0,42.45,4,-0.0,33.65
2021-11-08,JBHT,194.72,0.13,1,195.61,164.86,173.7,167.66,180.15,1.57,195.59,187.02,170.1,178.94,167.15,163.34,168.88,172.65,168.02,136.35,11,0,3144812000,487804000,199829000,-31590000,194.29,194.14,368708,100.3,industrials,412752000,39,20463846432,1299642000,39,114005000.0,529595000,770047000,1.78,3023488867,3281673610,21233893432,201.09,14,159.12,111,41.97,0.85,0.03,201.09,14,167.4,28,33.69,0.81,0.03,200.49,3,192.05,0,8.44,0.32,0.03,201.09,14,0,154.27,242,131,46.82,0.86,0.03,0.13,0.72,0.9,0.8,0.06,6.51,0.0,0.13,109.41,821.57,126.26,0.04,-0.16,51.44,43.53,6.75,6.24,-0.27,0.08,0.12,-0.0,0.09,0.04,0.07,0.13,0.17,0.01,-3.48,15.4,24.62,28.1,7.89,-16.73,9.19,-7.72,1.3,7.84,5.17,3.68,0.32,-0.46,0.17,-1.14,2.12,0.17,-0.0,1.0,1.15,0.14,0.09,0.16,0.19,0.15,0.13,0.16,0.43,0.15,0.09,0.61,-0.05,0.07,0.02,0.27,-0.0,0.08,0.12,0.16,0.09,0.13,0.17,0.04,0.07,0.04,1,0,3,0,0,256.49,2,0.0,43.46
2021-11-08,HIG,71.49,0.76,0,72.77,62.01,67.47,64.25,70.96,0.78,73.19,72.61,71.43,67.81,63.74,62.0,65.41,67.15,67.64,45.91,11,0,5686000000,4486000000,476000000,-129000000,72.31,71.7,1461800,99.7,financial services,809000000,39,23943858596,4943000000,39,-3845000000.0,232000000,4711000000,0.86,5152003702,5274883513,28654858596,78.17,10,60.31,103,17.86,0.63,0.09,78.17,10,70.54,26,7.63,0.12,0.09,78.17,10,70.7,0,7.47,0.11,0.09,78.17,10,0,53.66,244,141,24.51,0.73,0.09,0.14,0.31,0.73,0.43,0.21,4.21,-0.01,0.76,82.73,108.17,25.69,0.2,-0.27,35.42,6.39,5.04,4.54,0.33,0.01,0.06,-0.02,0.03,0.05,0.1,0.08,0.13,0.01,-6.8,-2.24,0.06,6.86,1.84,1.78,2.58,1.26,0.74,2.37,1.22,0.72,0.11,-0.67,0.07,-114.33,-0.97,0.09,-0.02,0.98,1.09,0.0,0.05,0.12,0.15,0.09,0.06,0.06,0.56,0.02,0.08,-0.69,0.05,0.06,0.03,0.46,-0.02,0.01,0.06,0.11,0.03,0.08,0.13,0.05,0.1,0.05,1,0,3,0,0,58.18,3,0.0,58.51
2021-11-08,CBRE,106.02,0.5,0,104.34,84.19,94.8,87.23,99.57,1.6,103.37,101.62,98.24,96.59,94.8,86.08,88.53,84.85,78.88,63.1,11,0,6798327000,1539380000,435743000,0,107.23,106.19,727455,99.84,real estate,513699000,39,35419138063,4490284000,39,7693000.0,2767820000,1722464000,1.19,6654343782,8158417231,37141602063,107.88,3,79.84,112,28.04,0.93,0.02,107.88,3,96.68,26,11.19,0.83,0.02,107.88,3,100.25,11,7.63,0.76,0.02,107.88,3,0,72.88,228,116,35.0,0.95,0.02,0.08,0.32,0.8,0.4,0.13,5.21,-0.01,0.5,89.28,178.95,34.35,0.05,0.0,72.3,24.13,5.46,4.34,-0.87,0.06,0.12,0.02,0.05,0.05,0.14,0.1,0.2,0.02,10.6,8.8,7.78,-2.82,4.71,-3.07,3.74,-2.02,-0.97,4.98,3.5,3.53,0.23,-0.62,0.15,0.36,0.65,-0.25,0.03,1.03,1.2,0.08,0.1,0.12,0.23,0.2,0.25,0.34,0.68,0.05,0.07,-0.26,0.02,0.02,0.1,0.34,0.02,0.06,0.12,0.22,0.05,0.1,0.2,0.05,0.14,0.09,1,0,4,1,0,91.17,3,0.0,65.36
2021-11-08,NUE,116.24,0.1,0,110.76,86.55,104.85,91.9,105.83,2.41,107.22,102.78,99.12,116.9,102.25,95.53,105.35,87.02,79.12,55.37,11,0,10313223000,3406273000,2118301000,-120067000,118.07,117.21,4202309,99.17,basic materials,3098853000,37,32599624240,5667812000,37,0.0,1764293000,3903519000,7.16,10146115924,10445543276,36503143240,128.81,87,87.71,112,41.1,0.69,0.11,119.32,0,98.0,18,21.32,0.86,0.03,119.32,0,106.22,6,13.1,0.76,0.03,128.81,87,0,64.32,244,132,64.49,0.81,0.11,0.3,0.33,0.64,0.52,0.17,3.16,-0.02,0.1,16.23,168.66,53.36,0.12,-0.06,11.78,10.72,3.54,3.12,-0.04,0.1,0.11,0.05,0.05,0.01,0.15,0.06,0.21,0.02,36.08,26.92,17.12,-18.96,-0.33,-17.45,4.66,-6.23,4.99,5.18,2.18,4.87,0.25,-0.14,0.21,1.11,-52.88,-0.1,0.08,1.08,1.1,0.17,-0.01,0.14,0.22,0.1,0.34,0.47,1.1,0.08,-0.08,-1.99,-0.15,0.14,0.07,0.57,0.05,0.1,0.11,0.26,0.05,0.06,0.21,0.01,0.15,0.14,1,0,4,1,0,51.84,3,0.01,100.04
2021-11-08,TRV,158.7,1.11,0,159.66,151.88,155.03,153.91,157.19,1.34,160.1,157.63,154.37,159.88,149.51,150.5,159.01,157.08,152.17,134.44,11,0,8805000000,8805000000,662000000,-219000000,160.21,159.6,937400,99.44,financial services,8703000000,39,38691060000,7290000000,39,-2468000000.0,818000000,6472000000,1.83,8167246408,7727238044,45163060000,163.29,75,145.98,102,17.31,0.73,0.03,163.16,17,152.16,21,11.0,0.59,0.03,162.45,11,156.12,4,6.33,0.41,0.02,163.29,75,0,144.44,143,41,18.85,0.76,0.03,0.99,0.58,0.92,0.64,0.19,4.39,-0.01,1.11,86.84,78.04,17.76,0.17,-0.33,5.19,5.13,5.13,5.01,0.61,0.01,0.02,-0.01,0.02,0.01,0.02,0.03,0.04,0.01,-5.6,2.14,4.33,9.93,-0.59,-4.92,3.06,-0.63,3.65,2.05,-0.06,0.27,0.12,-0.06,0.1,-2.29,-8.34,0.49,-0.01,0.99,1.0,0.03,-0.01,0.06,0.05,-0.0,0.01,0.04,0.18,0.04,0.0,25.98,-0.03,0.07,-0.01,0.17,-0.01,0.01,0.02,0.03,0.02,0.03,0.04,0.01,0.02,0.01,1,0,3,0,0,43.8,4,0.0,18.76
2021-11-08,WRB,36.19,0.32,0,35.88,32.89,33.5,33.38,33.82,0.38,35.63,34.81,33.23,33.36,32.53,33.32,34.2,35.7,34.12,29.33,11,0,2436780000,1793735000,261297000,-134822000,36.13,36.13,1134807,100.17,financial services,398114000,39,15018170062,3266118000,39,-771007000.0,2069029000,1197089000,0.42,2028862500,2141085999,16215259062,36.78,14,31.42,49,5.36,0.89,0.02,36.78,14,33.29,26,3.49,0.83,0.02,36.62,5,35.15,4,1.47,0.71,0.01,36.78,14,0,31.42,49,0,5.36,0.89,0.02,0.16,0.65,1.0,0.65,0.22,6.16,0.0,0.32,86.17,270.96,43.97,0.08,-0.52,40.73,9.04,6.65,7.01,0.85,0.07,0.08,0.01,0.06,0.01,0.01,0.07,0.07,0.01,2.24,2.76,2.96,0.72,1.41,-1.55,1.22,-0.87,-0.2,0.72,0.4,0.08,0.1,-0.04,0.1,-0.24,1.09,0.7,0.02,1.02,1.06,0.09,0.08,0.11,0.09,0.06,0.01,0.06,0.23,0.07,0.07,0.06,-0.0,0.03,-0.02,0.22,0.01,0.07,0.08,0.08,0.06,0.07,0.07,0.01,0.01,0.0,1,0,4,1,0,101.73,1,0.0,22.33
2021-11-08,EXPD,125.41,0.17,0,124.56,112.65,123.77,115.75,121.85,2.97,121.91,118.94,117.61,123.89,126.35,126.76,124.09,112.36,107.99,89.59,11,0,4319261000,554677000,359068000,0,125.71,125.04,2438945,100.29,industrials,502390000,39,21118166130,456020000,39,733000.0,1820106000,-1364086000,1.79,3691998411,4429514971,19754080130,131.62,4,113.25,31,18.37,0.66,0.05,131.62,4,113.85,26,17.77,0.65,0.05,131.62,4,119.72,12,11.9,0.48,0.05,131.62,4,0,96.53,244,213,35.09,0.82,0.05,0.12,0.51,0.52,0.97,0.02,4.89,-0.0,0.17,70.12,407.69,83.38,-0.06,0.0,39.32,35.61,4.57,4.77,-0.12,0.03,0.01,0.01,0.02,-0.02,0.05,0.01,0.08,0.02,14.0,12.94,7.8,-6.2,0.76,-7.04,-0.31,-4.06,-1.07,-0.34,0.26,2.17,0.39,-1.55,0.12,0.79,9.26,-0.07,0.03,1.03,1.01,0.07,0.01,-0.01,-0.01,0.01,0.12,0.16,0.4,0.04,-0.02,-3.29,-0.05,-0.02,-0.0,0.25,0.01,0.03,0.01,0.08,0.02,0.01,0.08,-0.02,0.05,0.07,1,0,4,1,0,138.19,2,-0.0,39.03
2021-11-08,PGR,96.41,3.73,0,95.24,94.99,94.8,94.82,93.23,0.71,94.95,92.67,90.94,96.0,95.53,97.98,98.63,102.17,95.54,89.28,11,0,11852600000,11852600000,118500000,-71900000,95.94,96.12,2074445,100.3,financial services,228100000,39,56293799000,4898200000,39,-2408700000.0,270600000,4627600000,0.21,12099598895,11050433543,60921399000,101.37,122,89.35,25,12.02,0.59,0.05,96.9,13,89.35,25,7.55,0.94,0.01,96.9,13,93.08,7,3.82,0.87,0.01,107.59,178,56,89.35,25,0,18.24,0.39,0.12,0.02,0.41,0.66,0.63,0.09,4.75,0.0,3.73,462.73,123.97,26.1,0.08,-0.61,267.08,5.14,5.14,5.09,0.34,0.03,0.02,0.01,0.02,-0.02,-0.02,0.0,0.0,0.01,5.84,7.48,5.47,-0.37,0.2,-5.26,0.29,-2.59,0.09,-0.39,-0.44,-0.96,0.28,-0.06,0.28,0.07,25.68,-1.75,0.02,1.02,0.98,0.06,0.0,0.01,-0.02,-0.02,-0.06,0.01,0.08,0.04,-0.01,-5.03,-0.05,0.0,-0.03,0.14,0.01,0.03,0.02,0.02,0.02,0.0,0.0,-0.02,-0.02,-0.0,0,1,4,1,0,214.73,4,0.0,6.68
2021-11-08,MCK,220.23,0.17,1,214.02,192.81,200.8,194.72,205.52,7.87,206.44,203.98,200.81,203.21,203.48,190.84,193.6,190.43,193.55,179.76,11,0,66576000000,3352000000,267000000,-65000000,221.96,221.36,831906,99.49,healthcare,744000000,39,33386868000,7938000000,39,139000000.0,2151000000,5787000000,4.66,63158872662,66624778953,39173868000,227.81,3,186.61,112,41.2,0.82,0.03,227.81,3,194.27,26,33.54,0.77,0.03,227.81,3,202.61,12,25.2,0.7,0.03,227.81,3,0,176.01,244,132,51.8,0.85,0.03,0.01,0.65,0.8,0.81,0.24,0.5,-0.01,0.17,47.26,278.8,555.95,0.17,-0.24,52.65,11.69,0.59,0.5,-0.0,0.07,0.1,0.03,0.04,0.02,0.06,0.07,0.1,0.04,55.16,32.5,19.42,-35.74,8.51,-10.91,5.58,-6.92,-2.93,7.35,5.33,4.97,0.3,-2.53,0.18,1.84,1.28,-0.24,0.07,1.07,1.14,0.1,0.08,0.08,0.15,0.14,0.16,0.14,0.23,0.03,0.02,0.76,-0.01,-0.0,0.07,0.06,0.03,0.07,0.1,0.13,0.04,0.07,0.1,0.02,0.06,0.03,1,0,4,1,0,97.6,3,0.0,19.06
2024-03-05,NUE,184.8,0.26,1,189.29,161.31,168.14,163.64,179.55,3.1,186.22,184.3,179.8,175.47,163.21,147.7,155.41,168.97,170.0,149.17,3,0,7704531000,1393718000,785399000,-126538000,185.6,185.05,1348139,99.86,basic materials,1350178000,65,44924510400,6949264000,65,-403042000.0,6383298000,565966000,2.92,7635049760,8257901081,45490476400,195.0,4,150.21,116,44.79,0.77,0.06,195.0,4,178.22,21,16.78,0.39,0.06,195.0,4,182.81,13,12.19,0.16,0.06,195.0,4,0,140.07,134,18,54.93,0.81,0.06,0.18,0.31,0.82,0.37,0.15,5.83,-0.0,0.26,63.22,247.8,42.5,0.01,-0.16,33.69,32.64,5.9,5.44,-0.39,0.03,0.1,-0.02,0.05,0.07,0.1,0.13,0.16,0.02,-5.68,1.0,5.0,10.68,4.67,-0.33,7.2,1.1,2.53,9.28,5.88,2.64,0.3,-2.55,0.33,-2.14,0.07,-0.22,-0.01,0.99,1.19,0.03,0.05,0.13,0.25,0.19,0.09,0.09,0.24,0.04,0.06,-0.42,0.02,0.08,0.11,0.13,-0.02,0.03,0.1,0.13,0.05,0.13,0.16,0.07,0.1,0.03,1,0,3,0,0,94.34,4,0.0,26.9
2024-03-05,PGR,189.81,0.32,1,190.75,148.83,167.45,149.75,176.4,1.62,189.68,184.83,178.34,159.74,163.22,156.09,140.98,132.57,125.95,142.94,3,0,16883800000,16876200000,1987800000,-68900000,189.49,189.9,2445832,99.96,financial services,2579700000,65,111114774000,7065800000,65,-2838100000.0,99600000,6966200000,2.43,14902356147,17019882209,118080974000,193.95,7,149.14,81,44.81,0.91,0.02,193.95,7,179.91,28,14.04,0.71,0.02,193.95,7,186.94,4,7.01,0.41,0.02,193.95,7,0,111.41,235,154,82.54,0.95,0.02,0.15,0.17,0.54,0.31,0.06,6.58,0.0,0.32,78.12,241.57,36.71,0.06,-0.03,45.77,7.0,6.99,6.53,-0.05,0.08,0.13,-0.0,0.08,0.05,0.18,0.14,0.27,0.01,0.52,9.96,11.47,10.95,15.03,3.56,8.86,-1.3,-6.17,8.43,9.77,9.54,0.5,-0.59,0.33,-0.95,-0.24,0.05,0.0,1.0,1.35,0.06,0.19,0.16,0.22,0.35,0.43,0.51,0.33,0.06,0.19,-0.66,0.12,-0.02,0.05,-0.07,-0.0,0.08,0.13,0.27,0.08,0.14,0.27,0.05,0.18,0.12,1,0,3,0,0,93.12,5,0.0,33.45
2024-03-05,CAH,112.92,0.22,0,110.33,94.44,103.0,96.24,105.59,2.53,106.34,104.37,105.5,102.44,106.46,93.25,88.14,87.41,92.44,74.13,3,0,57445000000,1846000000,353000000,-124000000,112.92,112.84,1804400,100.08,healthcare,673000000,65,27439560000,4723000000,65,16000000.0,4591000000,132000000,1.6,57016580111,56052123729,27571560000,115.33,1,98.34,81,16.99,0.86,0.02,115.33,1,101.27,26,14.06,0.83,0.02,115.33,1,104.73,13,10.6,0.77,0.02,115.33,1,0,85.12,195,114,30.21,0.92,0.02,0.01,0.47,0.56,0.83,0.17,0.48,0.0,0.22,70.69,317.2,664.06,0.0,-0.35,40.97,14.94,0.48,0.49,0.01,0.07,0.1,0.02,0.04,0.03,0.1,0.07,0.15,0.02,26.32,17.1,7.42,-18.9,5.24,-2.18,2.15,-2.63,-3.09,4.92,4.96,4.25,0.18,-2.41,0.14,2.55,0.42,-0.56,0.06,1.06,1.28,0.07,0.1,0.06,0.21,0.28,0.29,0.22,0.52,0.01,0.04,-0.79,0.03,-0.04,0.14,0.18,0.02,0.07,0.1,0.17,0.04,0.07,0.15,0.03,0.1,0.07,1,0,4,1,0,110.95,3,0.0,48.83
