date,stock,target,market_cap,price,price_1Y,price_6M,i_revenue,i_inc_lag_days,i_costOfRevenue,i_grossProfit,i_netIncome,i_otherExpenses,i_eps,i_ebitda,i_researchAndDevelopmentExpenses,i_interestIncome,b_cashAndCashEquivalents,b_totalDebt,b_bal_lag_days,b_netDebt,b_totalAssets,b_otherCurrentAssets,b_totalLiabilities,b_totalEquity,b_cashAndShortTermInvestments,b_netReceivables,b_totalCurrentLiabilities,b_totalStockholdersEquity,c_debtRepayment,c_lag_days,c_freeCashFlow,c_dividendsPaid,c_otherFinancingActivites,c_operatingCashFlow,c_capitalExpenditure,e_current_estimated_eps,e_future_estimated_eps,e_current_estim_rev,e_future_estim_rev,price_to_sales,fwd_price_to_sales_diff,est_eps_growth,peRatio,pegRatio,dividend_payout_ratio,est_rev_growth,fcf,fcf_yield,fcf_margin,acid_test,1Y_return,6M_return,div_by_rev_growth,GPRatio,nedDebtToMarketCap,EVGPratio,EVEbitdaRatio,EVRevenue
2022-11-04,ALGN,1,14029493130,180.93,687.8,275.04,890348000,35,271179000.0,619169000,72700000,-22700000.0,0.93,143656000,76966000,1685000.0,1044523000,120867000,35,-923656000,5912802000,97213000.0,2218180000,3694622000,1090765000,859629000,1809403000,3694622000,0,35,191134000.0,0,-424000,266482000,-75348000.0,2.15998,1.53492,963757528,891812328,15.757314140089044,-0.0258730178712305,-0.2893823090954545,194.54838709677415,-6.722884605658503,0.0,-0.0746507268786802,341830000.0,0.0243650997817623,0.383928531315845,1.0779212812181698,-73.6943879034603,-34.21684118673648,-0.0,0.3011182144509787,-0.0658367334757731,21.166817347121707,91.23069784763602,14.719904048753971
2023-08-10,KHC,0,42265310000,34.39,38.26,39.75,6721000000,40,4460000000.0,2261000000,1000000000,24000000.0,0.81,1618000000,0,10000000.0,947000000,19997000000,40,19050000000,90956000000,990000000.0,40942000000,50014000000,947000000,2237000000,8385000000,49814000000,-164000000,40,856000000.0,-491000000,-77000000,1098000000,-242000000.0,0.75802,0.6564,6797271952,6704915143,6.288544859395923,0.015085999247443,-0.1340597873407034,42.45679012345679,-3.167004137904222,-0.491,-0.0135873346913573,1340000000.0,0.0317044876755902,0.1993750929921142,0.3797257006559332,-10.11500261369576,-13.484276729559747,36.13659419991438,0.1273619997024252,0.4507242464328311,27.118668730650157,37.895741656365885,9.122944502306204
2022-03-16,MA,0,336752360000,344.68,359.65,353.19,5216000000,75,1089000000.0,4127000000,2379000000,-9000000.0,2.42,3026000000,0,0.0,7421000000,13901000000,75,6480000000,37669000000,6049000000.0,30257000000,7412000000,7894000000,3006000000,13162000000,7312000000,742000000,75,2961000000.0,-434000000,-649000000,3189000000,-228000000.0,2.21468,2.17759,5174416559,4908521235,64.56141871165644,4.044245576561721,-0.0167473404735673,142.4297520661157,-85.04619123908994,-0.1824295922656578,-0.0513865323690496,3417000000.0,0.0101469222071673,0.6550996932515337,0.8281416198146179,-4.162380091755866,-2.409467991732493,3.5501440524431267,0.5676763803680982,0.0192426268371215,83.16752120184154,113.42774619960343,65.80375
2021-06-02,KKR,0,32031910185,55.0,30.64,40.21,4563006000,63,2771637000.0,1791369000,1669836000,0.0,2.85,4616534000,0,367455000.0,10498736000,36749227000,63,26250491000,216445114000,583314000.0,170142484000,46302629999,10498736000,19791010000,22482412000,14676055999,1557428000,63,-100893000.0,-103395000,3038012000,-73166000,-27727000.0,0.64494,0.87142,1202405228,1222247429,7.019914105964357,19.187471915053813,0.3511644494061463,19.29824561403509,0.5495500938853668,-0.0619192543459357,0.0165020914230422,-45439000.0,-0.0014185541773053,-0.0099581284793401,1.3472640746909184,79.50391644908615,36.781895050982335,-3.752206478475593,-0.02211108203671,0.8195106332526075,32.53511765861752,12.624709616565156,12.772808360322122
2021-06-02,TSLA,1,587581230000,201.71,68.34,207.59,10389000000,63,8174000000.0,2215000000,438000000,0.0,0.15,1253000000,666000000,10000000.0,17141000000,12511000000,63,-4630000000,52972000000,1542000000.0,28507000000,24465000000,17141000000,1890000000,14877000000,23017000000,-1162000000,63,-1219000000.0,0,-37000000,1641000000,-2860000000.0,0.25503,0.31389,10482846667,11514276923,56.55801617095004,-5.5273492928333,0.2307963768968357,1344.7333333333331,58.26492388718992,0.0,0.0983921914308774,4501000000.0,0.007660217464741,0.4332467032438156,1.279222961618606,195.15657009072285,-2.8325063827737345,0.0,-0.053229377225912,-0.0078797615778162,263.18339954853275,465.2443974461293,56.112352488208685
2023-06-12,PAYX,0,40802872000,113.09,113.0,116.01,1229600000,12,369800000.0,859800000,350400000,10300000.0,0.97,497400000,0,18800000.0,1222000000,865700000,12,-356300000,10546400000,4506500000.0,7053200000,3493200000,1595400000,1426200000,5805400000,3493200000,0,12,363300000.0,-320900000,-172000000,409300000,-46000000.0,0.97155,1.12172,1222919123,1283731701,33.18385816525699,-1.3992789044851186,0.1545674437754104,116.58762886597938,7.542832178513834,-0.915810502283105,0.0497273914981538,455300000.0,0.011158528252619,0.3702830188679245,0.5204809315464912,0.079646017699118,-2.517024394448756,-18.41662059263865,0.2954619388418998,-0.0087322284568596,47.041837636659686,81.31598713309208,32.89408913467794
2023-06-12,CB,0,78599474070,190.55,189.34,219.65,11197000000,73,0.0,11197000000,1892000000,-10699000000.0,4.57,2508000000,0,17000000.0,2288000000,14375000000,73,12087000000,201415000000,0.0,148428000000,52987000000,2288000000,0,68056000000,52987000000,-475000000,73,2251000000.0,-345000000,-59000000,2251000000,0.0,4.45795,4.42273,9759680020,11241378676,7.019690459051532,-0.0277123098048139,-0.0079004923787841,41.695842450765866,-52.776258050365705,-0.1823467230443974,0.1518183642254287,2251000000.0,0.0286388684737925,0.2010359917835134,0.0336193722816504,0.639062004858988,-13.248349647165943,-1.2010847566084852,0.2010359917835134,0.1537796549279124,8.099176035545236,36.15888120813397,8.099176035545236
2023-06-12,HON,0,132062050000,198.5,179.7,213.87,8864000000,73,5498000000.0,3366000000,1394000000,260000000.0,2.09,2235000000,357000000,76000000.0,6869000000,19162000000,73,12293000000,59883000000,1632000000.0,42361000000,17522000000,7240000000,7862000000,17896000000,17515000000,-1363000000,73,-977000000.0,-725000000,777000000,-784000000,-193000000.0,1.92677,2.20552,8514462278,9174741386,14.898696976534296,-0.504607329329934,0.1446721715617327,94.97607655502394,6.564916772158694,-0.5200860832137734,0.077547951525495,-591000000.0,-0.0044751690587871,-0.0666741877256317,0.8438757264193115,10.461880912632171,-7.186608687520459,-6.706638576298014,-0.0699458483754512,0.0930850308623862,42.88622994652406,64.58838926174496,16.285542644404334
2019-11-08,TRV,0,34228871999,133.29,128.77,147.94,8013000000,39,0.0,8013000000,396000000,6399000000.0,1.52,1212000000,0,0.0,508000000,6558000000,39,6050000000,110241000000,0.0,84634000000,25607000000,73116000000,0,78176000000,25607000000,0,39,2001000000.0,-214000000,32000000,2001000000,0.0,2.34752,3.29052,7363588352,7100502407,4.271667540122301,0.5489592320418222,0.4017005179934569,87.6907894736842,2.1829892057822176,-0.5404040404040404,-0.0357279538757138,2001000000.0,0.058459419873914,0.2497192062897791,0.9352742529676628,3.5101343480624227,-9.90266324185481,15.125524464231374,0.2497192062897791,0.176751369433873,5.0266906276051415,33.23339273844884,5.0266906276051415
2019-11-08,PYPL,1,119067080000,101.42,85.06,109.85,4378000000,39,2041000000.0,2337000000,462000000,-213000000.0,0.39,924000000,533000000,47000000.0,6877000000,4964000000,39,-1913000000,50223000000,1486000000.0,33740000000,16483000000,10462000000,26405000000,26340000000,16483000000,2462000000,39,923000000.0,0,-777000000,1096000000,-173000000.0,0.52316,0.83428,4352612828,4942682770,27.196683417085428,-3.107117984586509,0.5946937839284351,260.05128205128204,4.372860269926353,0.0,0.1355668342941344,1269000000.0,0.0106578577386797,0.2898583828232069,1.3996583143507972,19.233482247825066,-7.674101046882105,0.0,0.3325719506624029,-0.0160665735650861,50.13011553273427,126.79012987012987,26.759725902238465
2019-11-08,NOW,1,46967484900,248.45,171.09,268.95,885833000,39,200793000.0,685040000,40598000,206000.0,0.22,120330000,190099000,12817000.0,622925000,1124330000,39,501405000,4756808000,286724000.0,3327335000,1429473000,1471073000,539416000,2192561000,1429473000,0,39,120109000.0,0,-41256000,210178000,-90069000.0,0.88463,0.87013,885800000,941333645,53.02069904824047,-3.126078634455084,-0.0163910335394459,1129.3181818181818,-688.9853401253887,0.0,0.0626932095281101,300247000.0,0.0063926565503617,0.3389431190754917,0.916959208888601,45.2159682038693,-7.622234616099647,0.0,0.350187902234394,0.0106755769670774,69.29360314726148,394.48923709798055,53.58672560177821
2019-11-08,HUBS,1,6013694670,141.33,133.84,183.22,173621000,39,33263000.0,140358000,-14987000,-89000.0,-0.35,-1763000,39847000,5185000.0,225770000,576240000,39,350470000,1478881000,55151000.0,850529000,628352000,948537000,77551000,280918000,628352000,-44000,39,6717000.0,0,6156000,19669000,-12952000.0,0.23736,0.42007,168827428,180964251,34.636908380898625,-1.4055124738694502,0.7697590158409169,-403.80000000000007,-5.245797602758469,-0.0,0.0718889290903608,32621000.0,0.0054244523192595,0.1878862579987444,3.652624609316598,5.596234309623438,-22.8632245388058,-0.0,0.2681933637060033,0.0582786488559785,45.342372148363474,-3609.849500850823,36.65550060188572
2019-11-08,MDB,1,7182299042,126.13,82.9,139.77,109441000,8,32191000.0,77250000,-42383000,-3110000.0,-0.75,-32222000,39387000,1986000.0,151307000,239914000,8,88607000,734985000,32248000.0,516150000,218835000,425867000,67506000,204522000,218835000,-798000,8,-12297000.0,0,1929000,-11543000,-754000.0,-0.28004,-0.27798,99739667,110609100,65.62713281128644,-0.6930628116209618,-0.007356091986859,-168.17333333333332,228.61776828478887,-0.0,0.1089780357899129,-10789000.0,-0.0015021652449875,-0.0985827980372986,2.41232239074525,52.1471652593486,-9.758889604350014,-0.0,0.2475306329437779,0.0123368575273532,94.12176106148868,-225.6503644094097,66.43676539870798
2019-11-19,ZS,1,5935017760,46.22,34.61,71.96,93590000,19,19558000.0,74032000,-17076000,-29000.0,-0.13,-11921000,20271000,0.0,69346000,34238000,19,-35108000,636228000,40773000.0,322176000,314052000,377631000,70482000,266317000,314052000,0,19,9417000.0,0,3059000,21429000,-12012000.0,0.007392,0.030562,89805812,98977457,63.415084517576666,-3.4517561002785726,3.134469696969697,-355.5384615384615,-1.13428584708343,-0.0,0.1021275215461556,33441000.0,0.0056345239984589,0.3573138155785874,1.6826300987169427,33.545218145044785,-35.7698721511951,-0.0,0.3172133774975958,-0.005915399316345,79.69404797925222,-494.917352571093,63.03995896997542
2019-11-19,GWW,0,16995419999,315.9,304.47,269.49,2947000000,50,1848000000.0,1099000000,233000000,4000000.0,4.27,401000000,0,1000000.0,286000000,2188000000,50,1902000000,5922000000,95000000.0,3850000000,2072000000,286000000,1495000000,1572000000,1871000000,-13000000,50,264000000.0,-79000000,3000000,320000000,-56000000.0,4.39556,4.00536,2945737926,2854009611,5.767024091957923,0.1879032963367057,-0.0887713965911056,73.98126463700234,-8.333907934080521,-0.3390557939914163,-0.0311393332687125,376000000.0,0.0221236074202416,0.1275873769935527,1.1329516539440203,3.754064439846273,17.221418234442822,10.888344688230216,0.0895826263997285,0.1119125034928182,17.19510463967243,47.12573565835412,6.412426195792331
2019-11-19,MELI,1,26660939092,536.33,331.72,551.71,603031000,50,318689000.0,284342000,-146082000,0.0,-2.94,-32933000,59495000,28462000.0,1419934000,908464000,50,-511470000,4439341000,86891000.0,2302324000,2137017000,3146123000,500453000,1384810000,2137017000,26622000,50,177505000.0,-1000000,0,206892000,-29387000.0,-0.035194,-0.73793,588959004,666635767,44.21155644071367,-4.218294135002424,19.967494459282836,-182.42517006802723,-0.0913610720864471,0.0068454703522679,0.131888234108736,236279000.0,0.0088623659948609,0.3918189943800567,2.6332681017612525,61.68153864705173,-2.787696434721139,0.0519035712209484,0.3930146211388801,-0.0191842454699382,91.96484899170716,-794.0202560349801,43.36339108934698
2023-02-24,META,1,440798929999,170.39,200.06,169.15,32165000000,55,8336000000.0,23829000000,4653000000,-339000000.0,1.76,13386000000,9771000000,32000000.0,14681000000,26591000000,55,11910000000,185727000000,5345000000.0,60014000000,125713000000,40738000000,13466000000,27026000000,125713000000,15000000,55,5468000000.0,0,-212000000,14511000000,-9043000000.0,2.25939,2.021,31551048476,27668876188,13.70430374627701,2.226915396991796,-0.1055107794581722,96.8125,-9.17560276752381,0.0,-0.1230441609873301,23554000000.0,0.0534347939548161,0.7322866469765272,2.005624213720121,-14.830550834749584,0.7330771504581618,-0.0,0.4737758433079434,0.0270191218477481,18.99823450413362,33.819582399447185,14.07458199903622
2023-02-24,NTAP,0,13925939999,65.38,80.35,72.45,1526000000,28,525000000.0,1001000000,65000000,5000000.0,0.3,271000000,230000000,21000000.0,2640000000,2436000000,28,-204000000,9710000000,403000000.0,8608000000,1102000000,3141000000,821000000,3393000000,1102000000,0,28,319000000.0,-108000000,43000000,377000000,-58000000.0,1.30808,1.34503,1609375624,1543068342,9.125779815858454,-0.1009429891561932,0.0282475077976882,217.9333333333333,77.15134903022094,-1.6615384615384616,-0.041200625268076,435000000.0,0.031236670560927,0.2850589777195282,1.1676982021809608,-18.63098942128189,-9.758454106280205,40.32799140128322,0.3597640891218873,-0.0146489213665037,13.708231767232768,50.63446494095941,8.992096984927915
2023-02-24,AOS,0,9793234899,64.9,68.39,56.29,936100000,55,587500000.0,348600000,-120100000,-419200000.0,-0.79,-219100000,89000000,3400000.0,391200000,366900000,55,-24300000,3332300000,54300000.0,1584600000,1747700000,481800000,581200000,934200000,1747700000,56000000,55,157300000.0,-46100000,900000,176700000,-19400000.0,0.78819,0.78265,919226919,924074273,10.461740090802264,0.136147097644546,-0.0070287621005087,-82.15189873417722,116.87961202760157,0.3838467943380516,0.0052732942212716,196100000.0,0.0200240269964344,0.2094861660079051,1.137871976022265,-5.103085246381042,15.295789660685749,72.79070316040335,0.2631129152868283,-0.0024813047221486,28.02333591222031,-44.58664947056139,10.435781325713064
2023-01-24,VMC,0,23749559821,178.3,191.4,170.5,1731900000,24,1382000000.0,349900000,119400000,14200000.0,0.9,364600000,0,800000.0,161400000,4524100000,24,4362700000,14234600000,116000000.0,7282400000,6952200000,161400000,1045300000,956600000,6928600000,-214900000,24,237700000.0,-53100000,-3900000,399900000,-162200000.0,1.27708,0.61094,1839294994,1567893697,13.713008730873607,1.4344211404514002,-0.5216118019231372,198.11111111111111,-3.798056531326415,-0.4447236180904522,-0.1475572422506142,562100000.0,0.0236678070767011,0.3245568450834343,1.2614467907171232,-6.844305120167187,4.574780058651033,3.013905731140764,0.1372481090132224,0.1836960361742108,80.34369768791083,77.10438787986836,16.232034078757433
2023-01-24,DVA,0,6996323070,77.31,109.1,89.28,2916888000,24,2088681000.0,828207000,113163000,194068000.0,1.26,448496000,0,100962000.0,244086000,11822490000,24,11578404000,16928252000,173742000.0,14703452000,2224800000,321779000,2550649000,2619747000,712326000,-159837000,24,149684000.0,0,-75944000,343722000,-194038000.0,0.93329,1.17742,2931114298,2837986301,2.3985573220500758,0.0666846939296204,0.2615800019286609,61.35714285714286,2.3456358439004985,0.0,-0.0317722161375775,537760000.0,0.0768632315317022,0.1843608667867947,1.096452443690173,-29.138405132905586,-13.407258064516128,-0.0,0.0513163343947385,1.654927007251539,22.427638344037177,41.41559137651172,6.367994612751672
2023-01-24,CL,0,63136516000,75.94,81.92,80.06,4629000000,24,2055000000.0,2574000000,43000000,18000000.0,0.0516,1029000000,320000000,55000000.0,775000000,8899000000,24,8124000000,15731000000,760000000.0,14925000000,806000000,775000000,1504000000,3979000000,401000000,192000000,24,452000000.0,-350000000,40000000,673000000,-221000000.0,0.76445,0.70007,4594050464,4587209892,13.639342406567293,0.124256270290461,-0.0842174112106743,1471.7054263565892,-174.75073208734,-8.13953488372093,-0.0014890067171887,894000000.0,0.0141597930427456,0.1931302657161374,0.572756974114099,-7.299804687500004,-5.146140394703978,5466.419183849293,0.1667746813566645,0.1286735555696484,27.684738150738152,69.25220213799805,15.394365089652192
2023-01-24,MGM,0,15068143800,40.28,44.16,33.92,3592216000,24,1852803000.0,1739413000,284002000,1552640000.0,0.69,1659251000,0,62132000.0,5911893000,33868589000,24,27956696000,45692206000,1191569000.0,40323733000,5368473000,5911893000,925165000,4515892000,4831529000,-70340000,24,114691000.0,-957000,179767000,423188000,-308497000.0,-1.44921,0.064437,3352434884,3609848612,4.194665298523251,-0.0204891987527826,-1.0444635353054423,58.376811594202906,-0.5589167033689809,-0.0033696945796156,0.0767841097312719,731685000.0,0.0485584030595726,0.2036862482656944,1.5139994490567976,-8.786231884057962,18.75,-0.0438853115756482,0.0319276457763118,1.8553510220681595,24.735264022977866,25.93027805919659,11.977241847372207
2021-05-21,DVN,1,17161950000,25.35,10.81,16.72,1762000000,51,1479000000.0,283000000,213000000,29000000.0,0.33,533000000,0,1000000.0,1878000000,7528000000,51,5650000000,20457000000,334000000.0,11971000000,8486000000,1878000000,1255000000,2945000000,8353000000,-560000000,51,93000000.0,-203000000,-28000000,592000000,-499000000.0,0.32879,0.52103,2049995093,2359040145,9.740039727582293,-2.46506815222574,0.5846893153684721,76.81818181818181,1.313829067831877,-0.9530516431924884,0.1507540447561451,1091000000.0,0.0635708646162003,0.6191827468785471,1.0638370118845502,134.50508788159112,51.61483253588519,-6.321897662740084,0.0527809307604994,0.3292166682690486,80.60759717314488,42.79915572232645,12.946623155505108
2021-05-21,CF,1,11277115000,52.33,29.37,39.57,1048000000,51,759000000.0,289000000,151000000,0.0,0.7,440000000,0,0.0,804000000,3967000000,51,3163000000,12011000000,35000000.0,6341000000,5670000000,804000000,271000000,891000000,3029000000,-255000000,51,507000000.0,-65000000,-57000000,578000000,-71000000.0,0.58507,1.55571,1100909979,1632390986,10.760605916030537,-3.85226404406678,1.659015160579076,74.75714285714285,0.4506115714521199,-0.4304635761589404,0.4827651825653948,649000000.0,0.0575501801657604,0.6192748091603053,1.2065095398428731,78.17500851208715,32.24665150366439,-0.8916624307317983,0.4837786259541984,0.2804795375412949,49.96579584775087,32.81844318181818,13.7787356870229
2022-02-10,WHR,0,11635514000,199.58,190.92,221.1,5815000000,41,4752000000.0,1063000000,298000000,10000000.0,4.96,625000000,485000000,18000000.0,3044000000,6031000000,41,2987000000,20285000000,1498000000.0,15272000000,5013000000,3044000000,3100000000,8510000000,4846000000,0,41,663000000.0,-85000000,2000000,882000000,-219000000.0,5.92856,4.78874,5884957057,5300014719,2.000948237317283,0.1944256657565888,-0.1922591658008016,40.237903225806456,-2.092899085367752,-0.285234899328859,-0.0993961947953769,1101000000.0,0.0946240965375487,0.1893379191745486,0.7219741480611046,4.53593128011734,-9.733152419719575,2.869676247828813,0.197420464316423,0.2567140566372916,13.755892756349953,23.3960224,2.5146197764402407
2022-02-10,NFLX,0,180443195420,406.27,548.22,550.12,7709318000,41,5239575000.0,2469743000,607429000,525207000.0,1.37,4545583000,647470000,108512000.0,6027804000,15392895000,41,9365091000,44584663000,1237701000.0,28735415000,15849248000,6027804000,804320000,8488966000,15849248000,0,41,-569253000.0,0,-224168000,-403274000,-165979000.0,0.83159,2.90168,7708972695,7929118675,23.405857096568077,-0.6488266098223328,2.489315648336319,296.54744525547443,1.1912810071059714,0.0,0.0285571098393934,-237295000.0,-0.0013150676003474,-0.0307802843260584,0.8048240504202749,-25.89288971580753,-26.148840253035704,0.0,0.0101457742435841,0.0519004941039854,76.85345658232455,41.75664296966968,24.62063264480723
2022-03-15,HES,0,28752412000,93.08,66.96,78.66,2237000000,74,763000000.0,1474000000,265000000,18000000.0,0.86,1083000000,0,0.0,2713000000,9141000000,74,6428000000,20515000000,199000000.0,13489000000,7026000000,2713000000,1211000000,3064000000,6300000000,-53000000,74,390000000.0,-77000000,-73000000,899000000,-509000000.0,0.73115,1.1245,1915907945,2008224286,12.853112203844434,1.4642188833466907,0.5379881009368804,108.23255813953487,2.011802081701307,-0.290566037735849,0.0481841213931601,1408000000.0,0.0489698046897769,0.629414394278051,1.2806788511749347,39.0083632019116,18.332062039155865,-6.030327612803491,0.1743406347787215,0.2235638526604307,23.867308005427407,32.4842216066482,15.726603486812696
2022-01-19,MHK,0,10471369680,161.88,144.34,196.64,2760737000,19,2023294000.0,737443000,189089000,-1140000.0,2.81,413009000,0,0.0,268895000,2726609000,19,2457714000,14224517000,414805000.0,5796301000,8435007000,591895000,1839985000,2946355000,8428216000,36151000,19,-88557000.0,0,-6423000,212384000,-300941000.0,2.85904,2.88591,2717702217,2850345930,3.792961691026708,-0.1192428031582446,0.0093982595556551,57.6085409252669,61.29703120467957,0.0,0.0488073020547563,513325000.0,0.0490217627384921,0.185937668093701,0.8253859429702124,12.151863655258412,-17.676973148901542,0.0,-0.0320773039952737,0.2347079775718509,17.532315962047235,31.304605178095397,4.683200058535094
2022-01-19,ROK,0,36676206000,315.63,241.05,311.92,1857300000,19,1108200000.0,749100000,241500000,2400000.0,2.08,370100000,0,500000.0,540000000,4471400000,19,3931400000,10743300000,236000000.0,7936500000,2806800000,540000000,1487400000,2914100000,2504900000,99000000,19,-49100000.0,-130100000,28900000,-12000000,-37100000.0,1.92025,2.2545,1818026042,1953662842,19.74705540300436,-0.9740075610062462,0.1740658768389533,151.7451923076923,8.71768752517116,-0.5387163561076604,0.0746066320649547,25100000.0,0.0006843674070322,0.0135142411026759,0.6957208057376205,30.93963907902924,1.1894075403949664,-7.220756938051269,-0.0264362246271469,0.1071921125102198,54.20852489654252,109.72063226155092,21.86378398750875
2022-01-19,KIM,0,14889656740,24.22,17.27,20.54,424654000,19,133601000.0,291053000,78034000,7976000.0,0.13,262068000,3100000,0.0,334663000,7599481000,19,7264818000,18459199000,0.0,8335537000,10123662000,1546402000,254677000,5366000,9899389000,-96207000,19,201605000.0,-111176000,-48877000,201605000,0.0,0.16012,0.14747,392634425,417134393,35.063031880071776,0.6320749964307311,-0.0790032475643268,186.3076923076923,-23.5822827607175,-1.424712304892739,0.0623989299970322,201605000.0,0.0135399360455639,0.4747512092197412,335.6464778233321,40.24319629415171,17.91626095423564,-22.83231947984525,0.4820512699750856,0.4879103747558924,76.11835212143492,84.53712296045302,52.1706489047554
2022-10-21,PEG,0,26987100000,54.3,63.8,69.43,2272000000,21,1777000000.0,495000000,114000000,270000000.0,0.23,637000000,0,19000000.0,377000000,20084000000,21,19707000000,47741000000,811000000.0,34490000000,13251000000,377000000,1930000000,6806000000,13251000000,-1078000000,21,-452000000.0,-269000000,4000000,345000000,-797000000.0,0.82745,0.62361,1994223317,2134897329,11.878125,0.7628107646444455,-0.2463472113118617,236.0869565217391,-9.5835043256433,-2.3596491228070176,0.0705407517808097,1142000000.0,0.0423165141864075,0.5026408450704225,0.3389656185718483,-14.890282131661442,-21.791732680397537,-33.45086440443848,-0.198943661971831,0.730237780272797,94.33151515151516,73.30313971742544,20.551980633802817
2022-10-21,LYB,0,26761448264,82.16,92.82,110.22,12250000000,21,11088000000.0,1162000000,570000000,4000000.0,1.75,1045000000,31000000,7000000.0,1480000000,12830000000,21,11350000000,36491000000,1340000000.0,24286000000,12205000000,1480000000,4329000000,7634000000,12191000000,-9000000,21,975000000.0,-395000000,25000000,1414000000,-439000000.0,2.88629,1.22945,12578970434,10722402700,2.1846080215510204,0.3112363346770852,-0.5740379518343618,46.94857142857143,-0.8178652871041948,-0.6929824561403509,-0.1475929801839615,1853000000.0,0.0692413946255924,0.1512653061224489,0.760937909352895,-11.48459383753501,-25.45817455997097,4.695226394077888,0.0821224489795918,0.4241175547762948,32.79814824784854,36.47028542009569,3.1111386337959184
2022-10-21,MDB,1,13018385975,188.9,521.29,299.71,303660000,82,88277000.0,215383000,-118865000,-973000.0,-1.74,-105996000,108037000,1680000.0,651420000,1187800000,82,536380000,2451598000,99635000.0,1783430000,668168000,1795612000,213267000,524897000,668168000,-1287000,82,-47285000.0,0,17109000,-44671000,-2614000.0,-0.28237,-0.17042,284375081,304917908,42.871586560627016,-0.1768623957216206,-0.3964656302015087,-108.5632183908046,2.7382756567227773,-0.0,0.0722384919514097,-42057000.0,-0.003230584811417,-0.1385002963841138,3.827187048125632,-63.76297262560188,-36.97240665977111,-0.0,0.2000658631364025,0.0412017281581636,62.93331402664092,-127.87997636703273,44.63797001580716
2022-10-21,ED,0,30120363000,84.87,75.4,93.98,4165000000,21,1974000000.0,2191000000,613000000,1302000000.0,1.73,1414000000,0,32000000.0,78000000,26067000000,21,25989000000,65763000000,1739000000.0,44787000000,20976000000,99000000,3220000000,6890000000,20748000000,-167000000,21,-457000000.0,-268000000,3000000,661000000,-1118000000.0,1.46479,0.79876,3693179725,2972783120,7.231779831932773,2.900262023848485,-0.4546931642078387,49.05780346820809,-1.0789210687536075,-0.4371941272430669,-0.1950613451393839,1779000000.0,0.0590630332044803,0.4271308523409364,0.4817126269956459,12.55968169761273,-9.69355181953607,2.2413160686996365,-0.1097238895558223,0.8628382068303758,25.609020082154267,39.681303394625175,13.471635774309725
2022-10-21,PAYC,0,18691619670,323.01,547.85,295.24,334167000,21,55104000.0,279063000,52153000,12625000.0,0.9,121955000,40366000,2686000.0,317163000,29000000,21,-288163000,3314570000,1879664000.0,2238190000,1076380000,317163000,30064000,1897755000,1076380000,0,21,43369000.0,0,-1676618000,67689000,-24320000.0,1.18418,1.48167,328094719,367075476,55.934965660882135,-5.014593987782405,0.2512202536776504,358.9,14.286268513227334,0.0,0.1188094618493387,92009000.0,0.0049224733663757,0.2753383787148342,0.1829672428738167,-41.04043077484714,9.40590705866413,0.0,0.2505783036625399,-0.015416695026301,65.94731895665137,150.90366668033292,55.07263335398169
2022-10-21,TMDX,1,1489134088,46.52,27.43,27.59,25683000,21,7568000.0,18115000,-7426000,-1076000.0,-0.25,-5549000,6808000,400000.0,204462000,67734000,21,-136728000,274873000,11028000.0,87016000,187857000,204462000,22035000,20689000,187857000,22459000,21,-17212000.0,0,141761000,-14282000,-2930000.0,-0.412,-0.29943,18875000,24447500,57.98131402094771,2.930193822390059,-0.2732281553398058,-186.08,6.810425513014126,-0.0,0.2952317880794702,-11352000.0,-0.0076232221742008,-0.4420044387337928,10.94770167721978,69.59533357637623,68.61181587531716,-0.0,-0.4050928629832963,-0.0918171178148465,74.65669820590671,-243.72068624977476,52.65763688042674
2021-02-19,F,1,46088400000,11.58,6.96,6.9,35952000000,50,33075000000.0,2877000000,-2788000000,-1011000000.0,-0.7,-1611000000,7100000000,93000000.0,25243000000,162998000000,50,137755000000,267261000000,3400000000.0,236450000000,30811000000,49961000000,52575000000,97192000000,30690000000,2226000000,50,3008000000.0,-1793000000,1851000000,4539000000,-1531000000.0,-0.065164,0.30167,36773557600,36130499667,1.2819425901201602,-0.0063333285605946,-5.629396599349334,-16.542857142857144,0.0293865547592955,0.6431133428981348,-0.0174869654982742,6070000000.0,0.1317034221192317,0.1688362260792167,1.0549839492962385,66.37931034482759,67.82608695652173,-36.776726239987326,0.2811526479750779,2.988929969363224,63.90107751129649,-114.11756672873992,5.113579216733422
2021-02-19,FTNT,1,28027850000,34.39,20.41,23.53,748000000,50,167000000.0,581000000,146700000,1500000.0,0.18,184900000,89000000,2000000.0,1061800000,34000000,50,-1027800000,4044500000,86600000.0,3188500000,856000000,1837300000,720000000,1829500000,856000000,0,50,264200000.0,0,-21800000,296500000,-32300000.0,0.19317,0.14754,722465313,680726911,37.47038770053476,3.703024936886301,-0.2362168038515297,191.0555555555556,-8.088144130323618,0.0,-0.057772188157634,328800000.0,0.0117311887997117,0.439572192513369,1.3978136102760317,68.49583537481627,46.15384615384615,-0.0,0.4721925133689839,-0.0366706686385149,46.47168674698795,146.0251487290427,36.09632352941176
