date,symbol,price,ratio,to_buy,sma_10d,sma_50w,sma_100d,sma_200d,sma_50d,other_expenses,NetProfitMargin,ebitdaMargin,eps,costOfRevenue,netIncome,revenues,revenues_lag_days,pe_ratio,cost_revenue_ratio
2021-11-11,PSX,77.87,1.13,1,77.66,77.55,75.42,79.1,74.75,238000000,0.013,0.075,0.91,27890000000,402000000,30243000000,42,85.57142857142857,0.92
2021-11-11,MCK,222.86,0.51,1,218.61,192.82,201.78,195.32,206.59,139000000,0.004,0.015,1.73,63224000000,267000000,66576000000,42,128.82080924855492,0.95
2024-05-21,AAL,14.03,0.73,0,14.64,14.31,14.35,13.78,14.22,-1536000000,-0.025,0.044,-0.48,10549000000,-312000000,12570000000,51,-29.229166666666668,0.84
2024-05-21,DXC,15.91,0.85,1,18.65,22.03,21.12,21.33,20.13,-179000000,-0.059,0.149,-1.1,2937000000,-200000000,3386000000,51,-14.463636363636363,0.87
2024-05-21,WBA,16.68,0.39,0,17.7,23.14,20.73,21.93,18.74,13067000000,-0.159,0.014,-6.85,30012000000,-5908000000,37052000000,82,-2.435036496350365,0.81
2024-05-21,KSS,25.99,0.85,0,25.33,24.96,26.07,24.94,25.09,0,-0.008,0.068,-0.24,2111000000,-27000000,3382000000,17,-108.29166666666666,0.62
2024-05-21,CVS,57.32,0.82,0,56.51,70.96,72.17,71.29,68.24,35000000,0.013,0.034,0.88,75876000000,1113000000,87983000000,51,65.13636363636364,0.86
2024-05-21,CNC,78.4,1.04,0,77.46,71.98,76.23,72.96,75.39,-8286000000,0.029,0.035,2.17,35762000000,1163000000,40407000000,51,36.12903225806452,0.89
2024-05-21,WHR,89.52,1.09,1,93.5,120.28,108.21,116.18,104.21,0,-0.058,0.057,-4.72,3844000000,-259000000,4489000000,51,-18.966101694915256,0.86
2024-05-21,CAH,96.01,0.42,1,97.99,99.4,106.14,100.61,105.68,7000000,0.005,0.014,1.06,53028000000,258000000,54911000000,51,90.5754716981132,0.97
2022-11-01,GPS,11.47,1.04,1,10.7,12.53,9.49,11.74,9.64,1323000000,0.07,0.082,0.77,2530000000,282000000,4039000000,3,14.896103896103897,0.63
2022-11-01,AAL,14.11,0.68,1,13.98,15.71,13.7,15.41,13.34,1399000000,0.036,0.086,0.69,10638000000,483000000,13462000000,32,20.44927536231884,0.79
2022-11-01,KSS,28.82,0.74,1,29.45,43.42,30.44,42.73,28.28,202000000,0.023,0.094,0.82,2541000000,97000000,4277000000,3,35.146341463414636,0.59
2022-11-01,WBA,36.26,0.97,1,35.18,42.64,36.81,41.46,34.28,1825000000,-0.013,0.046,-0.48,26038000000,-415000000,32449000000,62,-75.54166666666667,0.8
2022-11-01,DELL,39.15,1.13,1,37.35,47.86,41.66,46.45,37.53,0,0.01,0.092,0.34,19014000000,245000000,24721000000,4,115.1470588235294,0.77
2022-11-01,LRCX,41.27,1.11,1,38.07,50.76,42.69,47.61,39.63,-43095000,0.281,0.35,1.04,2737286000,1425879000,5074121000,37,39.60652591170825,0.54
2022-11-01,UAL,42.66,1.08,1,41.8,41.22,37.35,40.81,37.07,1790000000,0.073,0.122,2.88,9127000000,942000000,12877000000,32,14.8125,0.71
2022-11-01,NRG,44.03,1.19,0,43.16,40.15,40.15,40.07,41.92,197000000,0.008,0.043,0.29,7802000000,67000000,8510000000,32,151.82758620689657,0.92
2022-11-01,KR,47.17,0.98,0,44.98,48.93,47.04,49.64,46.28,0,0.021,0.057,1.01,28076000000,724000000,34638000000,80,46.7029702970297,0.81
2022-11-01,CAH,75.39,0.4,0,74.08,58.68,63.6,59.72,69.68,71000000,0.002,0.01,0.41,47989000000,110000000,49603000000,32,183.87804878048783,0.97
2022-11-01,PSX,107.38,1.13,0,101.84,86.51,88.83,88.55,90.31,1745000000,0.12,0.173,11.2,39076000000,5391000000,44955000000,32,9.5875,0.87
2021-10-07,KR,39.5,0.93,1,40.02,36.77,40.65,37.8,42.86,15000000,0.015,0.052,0.62,24914000000,467000000,31682000000,54,63.70967741935484,0.79
2021-10-07,MPC,63.5,1.19,1,62.74,52.63,59.1,55.29,58.7,917000000,0.021,0.063,1.1,29563000000,694000000,32491000000,7,57.72727272727272,0.91
2021-10-07,CNC,63.97,1.15,1,63.1,65.2,68.36,65.48,64.12,198000000,0.018,0.036,1.0,28750000000,584000000,32406000000,7,63.97,0.89
2021-10-07,MCK,199.6,0.45,1,201.1,188.49,197.82,191.5,202.16,139000000,0.004,0.015,1.73,63224000000,267000000,66576000000,7,115.3757225433526,0.95
2022-07-15,GPS,8.33,0.88,1,8.55,17.36,12.08,15.89,10.16,1293000000,-0.047,-0.019,-0.44,2381000000,-162000000,3477000000,76,-18.931818181818183,0.68
2022-07-15,AAL,14.47,0.75,0,14.02,17.77,16.24,17.48,15.28,25000000,0.035,0.08,0.73,10517000000,476000000,13422000000,15,19.82191780821918,0.78
2022-07-15,NRG,35.98,1.16,1,37.38,40.21,39.64,39.6,41.27,183000000,0.07,0.146,2.16,5887000000,513000000,7282000000,15,16.657407407407405,0.81
2022-07-15,WBA,38.03,1.01,0,37.81,46.72,43.57,46.44,41.28,479000000,0.009,0.02,0.33,26025000000,289000000,32597000000,45,115.24242424242424,0.8
2022-07-15,KR,47.75,0.77,0,47.82,47.45,52.91,48.17,50.39,16000000,0.015,0.058,0.91,35842000000,664000000,44600000000,55,52.47252747252747,0.8
2022-07-15,CAH,55.21,0.32,1,53.2,53.07,55.94,53.08,54.48,87000000,0.003,0.011,0.51,45498000000,138000000,47103000000,15,108.25490196078431,0.97
2023-02-23,F,12.07,1.09,1,12.75,13.53,12.83,13.18,12.63,91000000,0.029,0.124,0.32,37816000000,1289000000,43999000000,54,37.71875,0.86
2023-02-23,GPS,13.13,1.11,0,13.55,11.52,12.38,11.07,13.0,1454000000,-0.064,0.025,-0.75,2819000000,-273000000,4243000000,26,-17.506666666666668,0.66
2023-02-23,AAL,15.87,0.78,0,16.29,15.01,14.44,14.46,15.17,1385000000,0.061,0.117,1.23,9933000000,803000000,13189000000,54,12.902439024390244,0.75
2023-02-23,KSS,29.5,0.54,0,31.78,35.91,29.2,31.63,29.36,200000000,-0.045,-0.017,-2.48,4444000000,-273000000,6019000000,26,-11.89516129032258,0.74
2023-02-23,NRG,33.51,0.98,0,34.48,38.86,37.34,39.1,33.06,57000000,-0.139,-0.135,-4.77,8827000000,-1095000000,7855000000,54,-7.0251572327044025,1.12
2023-02-23,WBA,36.21,0.94,0,36.43,39.09,37.15,38.04,37.23,6323000000,-0.111,0.02,-4.31,26429000000,-3721000000,33382000000,85,-8.40139211136891,0.79
2023-02-23,KR,43.91,0.9,0,44.27,48.54,45.5,47.12,44.81,706000000,0.013,0.048,0.62,27247000000,451000000,34823000000,26,70.82258064516128,0.78
2023-02-23,CNC,71.67,1.11,0,72.65,83.08,79.21,82.97,76.92,352000000,-0.006,0.018,-0.39,31714000000,-219000000,35561000000,54,-183.76923076923077,0.89
2023-02-23,PSX,100.35,1.16,0,103.63,94.38,102.48,95.97,103.13,1858000000,0.047,0.017,3.99,35648000000,1884000000,40279000000,54,25.15037593984962,0.89
2023-02-23,VLO,132.43,1.17,0,134.81,119.27,128.79,122.16,131.56,26000000,0.075,0.107,8.16,37082000000,3113000000,41746000000,54,16.229166666666668,0.89
2021-12-09,CAH,48.48,0.31,1,47.35,54.4,51.16,54.54,48.71,4000000,0.006,0.014,0.94,42326000000,271000000,43968000000,70,51.57446808510638,0.96
2021-12-09,MPC,63.34,1.18,1,62.44,57.29,61.11,59.35,64.57,917000000,0.021,0.063,1.1,29563000000,694000000,32491000000,70,57.58181818181818,0.91
2021-12-09,VLO,70.31,0.97,1,69.44,71.31,70.47,73.34,75.39,32000000,0.016,0.025,1.13,28613000000,463000000,29520000000,70,62.221238938053105,0.97
2021-12-09,PSX,72.3,1.05,1,70.6,77.69,73.53,78.67,76.64,238000000,0.013,0.075,0.91,27890000000,402000000,30243000000,70,79.45054945054945,0.92
2021-12-09,MCK,230.74,0.53,1,222.21,196.71,207.96,199.32,213.47,139000000,0.004,0.015,1.73,63224000000,267000000,66576000000,70,133.3757225433526,0.95
2022-06-16,GPS,8.89,0.94,1,9.85,19.04,13.61,17.38,11.92,1293000000,-0.047,-0.019,-0.44,2381000000,-162000000,3477000000,47,-20.204545454545457,0.68
2022-06-16,AAL,12.16,0.89,1,14.73,18.3,16.94,18.08,17.19,1293000000,-0.184,-0.166,-2.52,8848000000,-1635000000,8899000000,77,-4.825396825396825,0.99
2022-06-16,NRG,36.86,1.11,1,42.9,40.49,40.01,40.17,41.63,208000000,0.22,0.35,7.17,4930000000,1736000000,7896000000,77,5.140864714086471,0.62
2022-06-16,WBA,39.67,1.05,0,41.63,47.35,45.48,47.43,43.41,479000000,0.009,0.02,0.33,26025000000,289000000,32597000000,16,120.21212121212122,0.8
2022-06-16,WMT,40.21,0.78,1,40.58,47.47,46.87,47.35,46.84,-1998000000,0.015,0.043,0.25,106847000000,2054000000,141569000000,47,160.84,0.75
2022-06-16,KR,49.82,0.8,0,51.09,46.77,52.37,47.67,54.03,16000000,0.015,0.058,0.91,35842000000,664000000,44600000000,26,54.747252747252745,0.8
2022-06-16,CAH,50.48,0.31,1,52.5,53.41,55.84,53.01,57.51,79000000,-0.031,0.014,-5.05,43154000000,-1390000000,44836000000,77,-9.996039603960396,0.96
2024-04-12,F,12.61,1.18,1,13.24,12.27,11.97,12.18,12.59,124000000,0.031,0.065,0.33,39053000000,1332000000,42777000000,12,38.21212121212121,0.91
2024-04-12,AAL,13.15,0.69,1,13.96,14.36,14.14,14.23,14.62,-1536000000,-0.025,0.044,-0.48,10549000000,-312000000,12570000000,12,-27.395833333333336,0.84
2024-04-12,WBA,17.85,0.42,0,18.72,24.78,22.12,23.56,20.95,13067000000,-0.159,0.014,-6.85,30012000000,-5908000000,37052000000,43,-2.6058394160583944,0.81
2024-04-12,DXC,20.3,1.14,0,21.02,22.74,22.19,22.34,21.16,-179000000,-0.059,0.149,-1.1,2937000000,-200000000,3386000000,12,-18.454545454545453,0.87
2024-04-12,KSS,22.73,0.42,1,25.43,24.44,26.4,25.13,26.64,0,0.031,0.082,1.69,4047000000,186000000,5956000000,69,13.449704142011836,0.68
2024-04-12,LNC,28.28,1.17,1,30.31,25.53,27.24,26.13,28.12,318000000,0.297,0.371,7.0,0,1222000000,4116000000,12,4.04,0.0
2024-04-12,UAL,41.8,1.09,1,43.8,45.09,42.4,44.4,43.78,-10000000,-0.01,0.065,-0.38,11947000000,-124000000,12539000000,12,-109.99999999999999,0.95
2024-04-12,KR,55.2,1.07,0,56.61,47.49,48.59,47.36,52.0,-965000000,0.02,0.062,1.02,29372000000,736000000,37064000000,69,54.11764705882353,0.79
2024-04-12,CVS,68.64,0.98,0,73.38,72.09,75.14,72.74,75.65,35000000,0.013,0.034,0.88,75876000000,1113000000,87983000000,12,78.0,0.86
2024-04-12,CAH,105.1,0.47,0,109.13,97.46,106.99,99.5,109.16,7000000,0.005,0.014,1.06,53028000000,258000000,54911000000,12,99.15094339622641,0.97
2022-01-03,CAH,52.01,0.31,1,51.06,54.11,50.13,54.14,49.19,13000000,0.001,0.012,0.17,43841000000,49000000,45457000000,3,305.9411764705882,0.96
2022-01-03,MPC,65.66,1.04,1,63.6,59.02,62.32,59.9,64.03,956000000,0.022,0.068,1.28,32184000000,774000000,35438000000,3,51.29687499999999,0.91
2022-01-03,PSX,75.74,1.04,1,72.53,77.95,73.24,77.59,74.17,150000000,0.039,0.071,2.89,29814000000,1273000000,32604000000,3,26.207612456747402,0.91
2022-01-03,VLO,77.14,0.88,1,73.18,72.6,71.35,72.79,73.54,-163000000,0.028,0.04,2.47,34005000000,1009000000,35903000000,3,31.23076923076923,0.95
2022-01-03,MCK,248.1,0.53,1,243.35,201.61,213.98,204.02,225.55,20000000,-0.0,0.008,-0.05,65186000000,-7000000,68614000000,3,-5370.12987012987,0.95
2023-07-31,GPS,10.3,1.08,1,9.62,10.73,9.18,10.92,9.0,0,0.033,0.067,0.32,2215000000,117000000,3548000000,2,32.1875,0.62
2023-07-31,F,13.21,1.18,0,13.76,12.99,12.86,12.87,13.72,-16000000,0.043,0.146,0.48,37471000000,1917000000,44954000000,31,27.520833333333336,0.83
2023-07-31,AAL,16.75,0.78,0,17.25,14.74,15.25,14.99,16.51,1495000000,0.095,0.164,2.05,9908000000,1338000000,14055000000,31,8.170731707317074,0.7
2023-07-31,KSS,28.45,0.8,0,26.65,26.39,22.7,26.0,23.06,0,0.015,0.09,0.53,2242000000,58000000,3895000000,2,53.679245283018865,0.58
2023-07-31,WBA,29.97,0.73,0,30.28,34.59,32.2,34.8,30.55,364000000,0.003,0.014,0.14,28826000000,118000000,35415000000,61,214.07142857142856,0.81
2023-07-31,GM,38.37,1.18,0,38.71,36.88,35.63,36.82,36.97,2768000000,0.057,0.138,1.83,39400000000,2566000000,44747000000,31,20.967213114754095,0.88
2023-07-31,KR,48.64,0.77,0,48.04,46.69,47.72,46.64,47.13,957000000,0.021,0.058,1.33,35080000000,962000000,45165000000,72,36.57142857142857,0.78
2023-07-31,CNC,68.09,0.98,0,69.1,73.82,66.4,72.45,66.65,3197000000,0.028,0.031,1.93,30224000000,1058000000,37608000000,31,35.27979274611399,0.8
2023-07-31,CVS,74.69,1.08,0,74.81,84.34,72.14,82.39,70.64,631000000,0.021,0.053,1.48,75318000000,1901000000,88647000000,31,50.46621621621622,0.85
2022-08-03,GPS,9.78,0.93,1,9.38,16.21,11.44,15.0,9.43,0,-0.013,0.027,-0.13,2527000000,-49000000,3857000000,4,-75.23076923076923,0.66
2022-08-03,AAL,14.63,0.76,0,13.94,17.42,16.05,17.07,14.54,25000000,0.035,0.08,0.73,10517000000,476000000,13422000000,34,20.04109589041096,0.78
2022-08-03,KSS,31.1,0.9,0,29.06,49.65,46.05,49.82,35.25,0,0.035,0.122,1.13,2538000000,143000000,4087000000,4,27.522123893805315,0.62
2022-08-03,UAL,38.63,1.04,1,36.89,43.91,42.09,43.48,39.31,1642000000,0.027,0.083,1.01,9087000000,329000000,12112000000,34,38.24752475247525,0.75
2022-08-03,WBA,39.19,1.04,0,39.11,46.17,42.59,45.87,40.19,479000000,0.009,0.02,0.33,26025000000,289000000,32597000000,64,118.75757575757575,0.8
2022-08-03,KR,46.97,0.75,0,46.32,47.62,52.32,48.61,48.8,16000000,0.015,0.058,0.91,35842000000,664000000,44600000000,74,51.61538461538461,0.8
2022-08-03,CAH,60.17,0.35,1,58.5,53.55,56.51,53.65,54.77,87000000,0.003,0.011,0.51,45498000000,138000000,47103000000,34,117.98039215686275,0.97
2022-08-03,VLO,107.81,0.81,1,108.84,91.44,112.02,95.49,116.89,15000000,0.091,0.133,11.62,45174000000,4693000000,51641000000,34,9.277969018932875,0.87
2023-08-29,GPS,11.1,1.16,1,10.14,10.82,9.29,10.89,9.7,0,0.033,0.067,0.32,2215000000,117000000,3548000000,31,34.6875,0.62
2023-08-29,F,12.05,1.07,0,11.9,12.74,12.93,12.83,13.53,-16000000,0.043,0.146,0.48,37471000000,1917000000,44954000000,60,25.104166666666668,0.83
2023-08-29,AAL,14.9,0.69,0,14.91,14.85,15.46,15.17,16.64,1495000000,0.095,0.164,2.05,9908000000,1338000000,14055000000,60,7.26829268292683,0.7
2023-08-29,WBA,25.54,0.62,0,26.27,33.84,30.98,34.05,29.19,364000000,0.003,0.014,0.14,28826000000,118000000,35415000000,90,182.42857142857142,0.81
2023-08-29,GM,33.46,1.03,0,33.1,36.37,35.47,36.62,36.91,2768000000,0.057,0.138,1.83,39400000000,2566000000,44747000000,60,18.284153005464482,0.88
2023-08-29,KR,46.49,0.99,0,46.88,46.55,47.69,46.91,47.53,8000000,-0.005,0.011,-0.25,26475000000,-180000000,33853000000,17,-185.96,0.78
2023-08-29,UAL,50.28,1.16,0,49.66,46.22,49.78,47.72,53.28,2017000000,0.076,0.184,3.28,9298000000,1075000000,14178000000,60,15.329268292682928,0.66
2023-08-29,CNC,64.44,0.92,1,63.87,71.77,66.61,70.86,66.39,3197000000,0.028,0.031,1.93,30224000000,1058000000,37608000000,60,33.38860103626943,0.8
2023-08-29,CVS,67.13,0.97,1,67.5,81.76,71.24,79.96,71.27,631000000,0.021,0.053,1.48,75318000000,1901000000,88647000000,60,45.358108108108105,0.85
2023-05-30,HBI,4.14,1.04,1,4.09,7.17,5.6,6.59,4.69,-14771000,-0.025,0.048,-0.1,939717000,-34404000,1389410000,59,-42.15885947046843,0.68
2023-05-30,GPS,8.41,0.95,1,7.85,10.72,10.86,10.99,8.94,1224000000,-0.005,0.039,-0.05,2062000000,-18000000,3276000000,31,-168.2,0.63
2023-05-30,AAL,14.62,0.78,1,14.46,14.23,14.95,14.27,13.92,1460000000,0.001,0.046,0.02,9840000000,10000000,12189000000,60,955.5555555555555,0.81
2023-05-30,KSS,19.0,0.59,1,19.77,27.53,25.57,27.05,21.64,188000000,-0.02,0.08,-0.64,2047000000,-70000000,3571000000,31,-29.6875,0.57
2023-05-30,LNC,21.68,0.96,1,21.16,35.97,26.18,34.28,21.01,-4901000000,-0.231,-0.285,-5.2,0,-881000000,3814000000,60,-4.169230769230769,0.0
2023-05-30,WBA,29.93,0.74,0,30.96,36.17,34.62,35.78,33.42,25000000,0.02,0.022,0.81,27807000000,703000000,34862000000,91,36.95061728395061,0.8
2023-05-30,GM,33.36,1.16,1,32.72,36.42,36.18,36.83,33.8,2613000000,0.06,0.146,1.7,34859000000,2395000000,39985000000,60,19.623529411764707,0.87
2023-05-30,NRG,34.05,1.02,1,33.71,36.83,33.41,36.83,33.57,190000000,-0.173,-0.172,-5.8,8778000000,-1335000000,7722000000,60,-5.870689655172414,1.14
2023-05-30,KR,45.96,0.73,0,48.8,46.77,46.86,46.73,48.55,957000000,0.021,0.058,1.33,35080000000,962000000,45165000000,10,34.556390977443606,0.78
2023-05-30,CNC,61.98,0.87,1,64.68,78.1,69.11,76.57,66.15,325000000,0.029,0.041,2.05,34315000000,1130000000,38889000000,60,30.234146341463415,0.88
2023-05-30,CVS,67.15,1.01,0,68.56,89.12,78.94,88.46,72.4,395000000,0.025,0.053,1.66,71903000000,2136000000,84944000000,60,40.45180722891567,0.85
2023-05-30,VLO,111.66,1.1,1,112.33,121.49,128.29,124.53,121.46,10000000,0.084,0.114,8.28,32142000000,3067000000,36439000000,60,13.485507246376812,0.88
2024-02-15,HBI,4.34,1.17,1,4.57,4.52,4.15,4.43,4.27,-7375000,0.06,0.122,0.22,789250000,77941000,1296827000,47,19.727272727272727,0.61
2024-02-15,F,12.52,1.09,0,12.49,12.18,11.43,12.19,11.8,-1802000000,-0.011,0.005,-0.13,43432000000,-526000000,45962000000,46,-96.3076923076923,0.94
2024-02-15,AAL,14.9,0.75,0,14.78,14.27,13.11,14.32,14.16,-1519000000,0.001,0.094,0.03,10435000000,19000000,13062000000,46,513.7931034482758,0.8
2024-02-15,WBA,22.29,0.52,0,22.35,26.99,22.57,25.68,23.71,8000000,-0.002,0.016,-0.08,29937000000,-67000000,36707000000,77,-287.2422680412371,0.82
2024-02-15,KSS,28.26,0.53,0,26.85,23.91,24.31,24.02,26.79,0,0.031,0.082,1.69,4047000000,186000000,5956000000,12,16.721893491124263,0.68
2024-02-15,GM,38.99,1.05,1,38.56,34.23,32.88,34.1,36.11,8442000000,0.049,0.105,1.59,39670000000,2101000000,42979000000,46,24.52201257861635,0.92
2024-02-15,UAL,42.83,1.03,1,41.81,45.0,40.12,45.24,41.48,1325000000,0.044,0.127,1.83,12010000000,599000000,13626000000,46,23.40437158469945,0.88
2024-02-15,KR,46.87,0.91,1,45.66,46.46,44.97,46.15,45.62,-965000000,0.02,0.062,1.02,29372000000,736000000,37064000000,12,45.95098039215686,0.79
2024-02-15,CVS,76.6,1.03,0,75.36,71.93,72.76,71.51,76.1,311000000,0.022,0.049,1.59,79937000000,2046000000,93545000000,46,48.17610062893081,0.85
2024-02-15,CNC,78.3,1.06,0,76.35,69.14,73.37,69.85,75.63,4571000000,0.001,-0.005,0.08,31595000000,45000000,39460000000,46,929.9287410926365,0.8
2024-02-15,CAH,104.94,0.44,0,104.1,91.93,100.52,94.72,104.41,16000000,0.006,0.012,1.44,55599000000,353000000,57445000000,46,72.875,0.97
2024-02-15,WHR,109.8,1.18,0,109.38,128.67,116.36,128.45,114.66,-1000000,0.097,0.065,8.91,4296000000,491000000,5088000000,46,12.323232323232324,0.84
2022-08-18,GPS,10.87,1.03,1,10.46,15.59,10.97,14.31,9.36,0,-0.013,0.027,-0.13,2527000000,-49000000,3857000000,19,-83.61538461538461,0.66
2022-08-18,AAL,14.84,0.77,0,15.03,17.22,15.94,16.82,14.13,25000000,0.035,0.08,0.73,10517000000,476000000,13422000000,49,20.328767123287673,0.78
2022-08-18,KSS,31.33,0.9,0,32.22,48.62,43.0,48.92,33.27,0,0.035,0.122,1.13,2538000000,143000000,4087000000,19,27.72566371681416,0.62
2022-08-18,WBA,38.24,1.01,0,40.04,45.75,41.77,45.42,39.51,479000000,0.009,0.02,0.33,26025000000,289000000,32597000000,79,115.87878787878788,0.8
2022-08-18,KR,49.62,1.03,0,47.72,47.71,51.39,49.05,47.84,0,0.021,0.057,1.01,28076000000,724000000,34638000000,5,49.12871287128713,0.81
2022-08-18,CAH,68.8,0.4,1,66.09,54.21,57.58,54.59,56.89,87000000,0.003,0.011,0.51,45498000000,138000000,47103000000,49,134.90196078431373,0.97
2022-08-18,PSX,88.69,0.88,1,87.41,82.87,89.67,84.6,88.18,1549000000,0.065,0.095,6.56,43004000000,3167000000,48577000000,49,13.519817073170731,0.89
2022-08-18,MPC,100.79,0.91,1,95.52,78.42,91.62,81.03,90.78,1008000000,0.108,0.168,11.03,44207000000,5870000000,54238000000,49,9.137805983680872,0.82
2022-08-18,VLO,118.79,0.9,1,112.49,93.48,114.23,97.24,112.46,15000000,0.091,0.133,11.62,45174000000,4693000000,51641000000,49,10.222891566265062,0.87
2022-02-08,KR,45.5,0.99,1,44.51,40.82,43.01,41.61,45.32,657000000,0.017,0.053,0.78,25718000000,566000000,33048000000,10,58.33333333333333,0.78
2022-02-08,KSS,61.13,1.19,0,59.63,54.32,52.07,53.5,51.97,207000000,0.046,0.101,2.23,4155000000,299000000,6499000000,10,27.41255605381166,0.64
2022-02-08,VLO,88.49,1.01,1,85.07,74.46,75.95,74.2,76.96,-163000000,0.028,0.04,2.47,34005000000,1009000000,35903000000,39,35.825910931174086,0.95
2022-02-08,MCK,277.03,0.59,1,261.26,209.84,227.0,211.77,243.9,20000000,-0.0,0.008,-0.05,65186000000,-7000000,68614000000,39,-5996.320346320346,0.95
2022-11-17,GPS,12.71,1.15,1,11.8,12.37,9.8,11.4,10.13,1323000000,0.07,0.082,0.77,2530000000,282000000,4039000000,19,16.506493506493506,0.63
2022-11-17,KSS,31.42,0.81,0,29.51,42.62,29.09,41.07,28.28,202000000,0.023,0.094,0.82,2541000000,97000000,4277000000,19,38.31707317073171,0.59
2022-11-17,WBA,40.13,1.07,0,39.23,42.41,36.57,40.69,34.93,1825000000,-0.013,0.046,-0.48,26038000000,-415000000,32449000000,78,-83.60416666666667,0.8
2022-11-17,NRG,41.34,1.12,0,43.86,40.44,40.78,40.33,42.43,197000000,0.008,0.043,0.29,7802000000,67000000,8510000000,48,142.55172413793105,0.92
2022-11-17,KR,48.18,1.01,0,47.31,49.11,46.83,49.73,45.93,685000000,0.012,0.049,0.55,26890000000,398000000,34198000000,12,87.6,0.79
2022-11-17,CAH,76.58,0.4,0,77.53,59.85,66.57,61.26,71.45,71000000,0.002,0.01,0.41,47989000000,110000000,49603000000,48,186.78048780487805,0.97
2022-11-17,PSX,109.73,1.15,0,107.44,88.13,90.31,89.8,94.4,1745000000,0.12,0.173,11.2,39076000000,5391000000,44955000000,48,9.79732142857143,0.87
2022-11-17,VLO,137.91,1.18,0,133.81,105.39,115.05,111.01,119.06,6000000,0.063,0.087,7.22,40442000000,2817000000,44454000000,48,19.101108033240997,0.91
2021-12-06,KR,45.11,1.04,1,42.89,38.55,41.93,39.45,40.99,-77000000,0.015,0.05,0.64,24959000000,483000000,31860000000,30,70.484375,0.78
2021-12-06,CAH,47.7,0.3,1,47.49,54.4,51.41,54.6,48.9,4000000,0.006,0.014,0.94,42326000000,271000000,43968000000,67,50.74468085106383,0.96
2021-12-06,MPC,62.86,1.17,1,62.28,57.29,60.75,59.23,64.49,917000000,0.021,0.063,1.1,29563000000,694000000,32491000000,67,57.14545454545454,0.91
2021-12-06,VLO,70.41,0.97,1,69.79,71.31,70.24,73.44,75.38,32000000,0.016,0.025,1.13,28613000000,463000000,29520000000,67,62.309734513274336,0.97
2021-12-06,PSX,71.07,1.04,1,70.93,77.69,73.53,78.87,76.55,238000000,0.013,0.075,0.91,27890000000,402000000,30243000000,67,78.0989010989011,0.92
2022-08-15,GPS,10.7,1.01,1,10.03,15.59,11.06,14.49,9.33,0,-0.013,0.027,-0.13,2527000000,-49000000,3857000000,16,-82.30769230769229,0.66
2022-08-15,AAL,15.33,0.79,0,14.86,17.22,15.99,16.89,14.21,25000000,0.035,0.08,0.73,10517000000,476000000,13422000000,46,21.0,0.78
2022-08-15,KSS,33.06,0.95,0,31.23,48.62,43.83,49.16,33.85,0,0.035,0.122,1.13,2538000000,143000000,4087000000,16,29.256637168141598,0.62
2022-08-15,WBA,41.07,1.09,0,39.64,45.75,41.97,45.52,39.68,479000000,0.009,0.02,0.33,26025000000,289000000,32597000000,76,124.45454545454545,0.8
2022-08-15,KR,47.52,0.98,0,47.04,47.71,51.62,48.91,48.03,0,0.021,0.057,1.01,28076000000,724000000,34638000000,2,47.04950495049505,0.81
2022-08-15,CAH,69.97,0.4,1,63.3,54.21,57.22,54.27,55.96,87000000,0.003,0.011,0.51,45498000000,138000000,47103000000,46,137.19607843137254,0.97
2022-08-15,VLO,111.95,0.85,1,110.02,93.48,113.62,96.66,113.85,15000000,0.091,0.133,11.62,45174000000,4693000000,51641000000,46,9.634251290877797,0.87
2023-07-26,GPS,9.92,1.12,1,9.34,10.71,9.24,10.91,8.85,1224000000,-0.005,0.039,-0.05,2062000000,-18000000,3276000000,88,-198.39999999999998,0.63
2023-07-26,AAL,16.76,0.78,0,17.72,14.71,15.24,14.93,16.38,1495000000,0.095,0.164,2.05,9908000000,1338000000,14055000000,26,8.175609756097563,0.7
2023-07-26,KSS,27.92,0.86,0,25.72,26.4,22.68,25.98,22.58,188000000,-0.02,0.08,-0.64,2047000000,-70000000,3571000000,88,-43.625,0.57
2023-07-26,WBA,30.85,0.75,0,30.05,34.75,32.35,34.83,30.64,364000000,0.003,0.014,0.14,28826000000,118000000,35415000000,56,220.35714285714283,0.81
2023-07-26,GM,38.29,1.17,0,39.09,36.95,35.69,36.73,36.59,2768000000,0.057,0.138,1.83,39400000000,2566000000,44747000000,26,20.92349726775956,0.88
2023-07-26,KR,48.71,0.78,0,47.52,46.69,47.66,46.58,47.17,957000000,0.021,0.058,1.33,35080000000,962000000,45165000000,67,36.62406015037594,0.78
2023-07-26,CNC,69.97,1.0,0,68.11,74.44,66.42,72.54,66.57,3197000000,0.028,0.031,1.93,30224000000,1058000000,37608000000,26,36.25388601036269,0.8
2023-07-26,CVS,75.1,1.09,0,73.71,84.96,72.35,82.59,70.25,631000000,0.021,0.053,1.48,75318000000,1901000000,88647000000,26,50.74324324324324,0.85
2023-10-23,AAL,11.29,0.55,1,11.76,14.71,15.11,15.03,13.44,2967000000,-0.04,-0.055,-0.83,10308000000,-545000000,13482000000,23,-13.602409638554217,0.76
2023-10-23,KSS,21.18,0.6,1,19.83,25.03,23.69,24.59,22.72,0,0.015,0.09,0.53,2242000000,58000000,3895000000,86,39.96226415094339,0.58
